Sheet Name,Original Column Name,Recommended Column Name,Unique Column Name,Description,Data Type,Unit,Categories,Epicollect Recommended Type,Plotting Column Name,Retain?,Processing/Collection Recommendations,Data Quality Issues
Physical Examination,165_If_abnormal_plea,icterus_details,PhysicalExamination_icterus_details,Details of icterus if present,String,N/A,N/A,Text,Icterus Details,Yes,Consider creating structured fields for common observations,Highly variable free-text responses
Physical Examination,166_Cyanosis,cyanosis_present,PhysicalExamination_cyanosis_present,Presence of cyanosis,Boolean,N/A,"Present, Absent",Radio,Cyanosis Present,Yes,Consider adding severity scale if present,Some entries include severity details
Physical Examination,167_If_abnormal_plea,cyanosis_details,PhysicalExamination_cyanosis_details,Details of cyanosis if present,String,N/A,N/A,Text,Cyanosis Details,Yes,Consider creating structured fields for common observations,Highly variable free-text responses
Physical Examination,168_Clubbing,clubbing_present,PhysicalExamination_clubbing_present,Presence of clubbing,Boolean,N/A,"Present, Absent",Radio,Clubbing Present,Yes,Consider adding severity scale if present,Some entries include severity details
Physical Examination,169_If_abnormal_plea,clubbing_details,PhysicalExamination_clubbing_details,Details of clubbing if present,String,N/A,N/A,Text,Clubbing Details,Yes,Consider creating structured fields for common observations,Highly variable free-text responses
Physical Examination,170_Lymphadenopathy,lymphadenopathy_present,PhysicalExamination_lymphadenopathy_present,Presence of lymphadenopathy,Boolean,N/A,"Palpable, Non-palpable",Radio,Lymphadenopathy Present,Yes,Consider adding location and size information,Some entries include additional details
Physical Examination,171_If_abnormal_plea,lymphadenopathy_details,PhysicalExamination_lymphadenopathy_details,Details of lymphadenopathy if present,String,N/A,N/A,Text,Lymphadenopathy Details,Yes,Consider creating structured fields for location and size,Highly variable free-text responses
Physical Examination,172_Edema,edema_present,PhysicalExamination_edema_present,Presence of edema,Boolean,N/A,"Present, Absent",Radio,Edema Present,Yes,Consider adding severity and location information,Some entries include additional details
Physical Examination,173_If_abnormal_plea,edema_details,PhysicalExamination_edema_details,Details of edema if present,String,N/A,N/A,Text,Edema Details,Yes,Consider creating structured fields for severity and location,Highly variable free-text responses
Physical Examination,174_Thyroid,thyroid_condition,PhysicalExamination_thyroid_condition,Condition of thyroid,Categorical,N/A,"Normal, Enlarged",Dropdown,Thyroid Condition,Yes,Consider adding more detailed categories if needed,Some entries include additional observations
Physical Examination,175_If_abnormal_plea,thyroid_details,PhysicalExamination_thyroid_details,Details of thyroid if abnormal,String,N/A,N/A,Text,Thyroid Details,Yes,Consider creating structured fields for common findings,Highly variable free-text responses
Physical Examination,176_Breath_holding_t,breath_holding_time,PhysicalExamination_breath_holding_time,Breath holding time or single breath counting test result,String,N/A,N/A,Text,Breath Holding Time,Yes,Convert to numeric field with consistent unit (seconds),"Some entries include units, some are descriptive"
Physical Examination,177_Walking_speed_15,walking_speed_category,PhysicalExamination_walking_speed_category,Category of walking speed for 15 feet,Categorical,N/A,"<7 sec, >7 sec",Dropdown,Walking Speed Category,Yes,Consider adding actual time in seconds as a separate field,Some entries include exact times
Physical Examination,178_Hand_grip_test_d,hand_grip_strength,PhysicalExamination_hand_grip_strength,Hand grip strength test result,Float,kg,N/A,Numeric,Hand Grip Strength (kg),Yes,"Ensure consistent unit use, validate range","Some entries include units, some are descriptive"
Physical Examination,180_Refractory_error,has_refractory_error,PhysicalExamination_has_refractory_error,Presence of refractory error,Boolean,N/A,"Yes, No",Radio,Has Refractory Error,Yes,Consider adding type of refractory error,Some entries include error types
Physical Examination,181_If_yes_since_whe,refractory_error_duration,PhysicalExamination_refractory_error_duration,Duration of refractory error,String,N/A,N/A,Text,Refractory Error Duration,Yes,Convert to numeric field with consistent unit (years),"Highly variable formats (e.g., ""5 years"", ""since childhood"")"
Physical Examination,182_Last_ophthalmolo,last_eye_exam_category,PhysicalExamination_last_eye_exam_category,Category of time since last ophthalmology consultation,Categorical,N/A,"Within 1 year, More than 1 year ago",Dropdown,Last Eye Exam Category,Yes,Consider adding exact date of last exam,Some entries include exact dates
Physical Examination,183_Any_other_detail,vision_additional_details,PhysicalExamination_vision_additional_details,Additional details about vision,String,N/A,N/A,Text,Vision Additional Details,Yes,Consider creating structured fields for common observations,Highly variable free-text responses
Physical Examination,185_Hearing_aiddiffi,has_hearing_difficulties,PhysicalExamination_has_hearing_difficulties,Presence of hearing aid or difficulty in hearing,Boolean,N/A,"Yes, No",Radio,Has Hearing Difficulties,Yes,Consider separating hearing aid use and hearing difficulty,Some entries specify aid use vs. general difficulty
Physical Examination,186_If_yes_since_whe,hearing_difficulty_duration,PhysicalExamination_hearing_difficulty_duration,Duration of hearing difficulties,String,N/A,N/A,Text,Hearing Difficulty Duration,Yes,Convert to numeric field with consistent unit (years),"Highly variable formats (e.g., ""3 years"", ""since birth"")"
Physical Examination,187_Last_ENT_consult,last_ent_exam_category,PhysicalExamination_last_ent_exam_category,Category of time since last ENT consultation,Categorical,N/A,"Within 1 year, More than 1 year ago",Dropdown,Last ENT Exam Category,Yes,Consider adding exact date of last exam,Some entries include exact dates
Physical Examination,188_Any_other_detail,hearing_additional_details,PhysicalExamination_hearing_additional_details,Additional details about hearing,String,N/A,N/A,Text,Hearing Additional Details,Yes,Consider creating structured fields for common observations,Highly variable free-text responses
Physical Examination,189_Systemic_Examina,systemic_exam_completed,PhysicalExamination_systemic_exam_completed,Whether systemic examination was completed,Boolean,N/A,"Yes, No",Radio,Systemic Exam Completed,Yes,Ensure consistency with Systemic Examination sheet,Some inconsistencies with Systemic Examination data
Physical Examination,193_Annexure1_MMSE_M,mmse_completed,PhysicalExamination_mmse_completed,Whether MMSE was completed,Boolean,N/A,"Yes, No",Radio,MMSE Completed,Yes,Ensure consistency with MMSE sheet,Some inconsistencies with MMSE data
Physical Examination,213_Annexure2_Simple,frailty_assessment_completed,PhysicalExamination_frailty_assessment_completed,Whether Simple Frail Questionnaire was completed,Boolean,N/A,"Yes, No",Radio,Frailty Assessment Completed,Yes,Ensure consistency with Frailty Assessment sheet,Some inconsistencies with Frailty Assessment data
Personal Data,ec5_uuid,personal_data_id,PersonalData_personal_data_id,Unique identifier for personal data entry,String,N/A,N/A,Text,Personal Data ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Personal Data,ec5_parent_uuid,participant_id,PersonalData_participant_id,Unique identifier for participant,String,N/A,N/A,Text,Participant ID,Yes,Ensure consistent format across all sheets,Some inconsistencies in format
Personal Data,created_at,personal_data_entry_datetime,PersonalData_personal_data_entry_datetime,Date and time of personal data entry,DateTime,N/A,N/A,Date,Personal Data Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Personal Data,uploaded_at,personal_data_upload_datetime,PersonalData_personal_data_upload_datetime,Date and time of personal data upload,DateTime,N/A,N/A,Date,Personal Data Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Personal Data,created_by,personal_data_entry_user,PersonalData_personal_data_entry_user,User who entered the personal data,String,N/A,N/A,Text,Personal Data Entry User,No,Anonymize or remove for privacy,None observed
Personal Data,title,identifier,PersonalData_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,
Personal Data,87_GroupID,group_id,PersonalData_group_id,Group identifier for participant,String,N/A,N/A,Text,Group ID,No,"Ensure consistent format (e.g., ""2A-009"")",Some inconsistencies in format
Personal Data,88_Habits,habits_data_collected,PersonalData_habits_data_collected,Whether habits data was collected,Boolean,N/A,"Yes, No",Radio,Habits Data Collected,Yes,Ensure consistency with Habits sheet,Some inconsistencies with Habits data
Personal Data,94_Dietary_Pattern,dietary_pattern_data_collected,PersonalData_dietary_pattern_data_collected,Whether dietary pattern data was collected,Boolean,N/A,"Yes, No",Radio,Dietary Pattern Data Collected,Yes,Ensure consistency with Dietary Pattern sheet,Some inconsistencies with Dietary Pattern data
Personal Data,103_Exercise_Habits,exercise_habits_data_collected,PersonalData_exercise_habits_data_collected,Whether exercise habits data was collected,Boolean,N/A,"Yes, No",Radio,Exercise Habits Data Collected,Yes,Ensure consistency with Exercise Habits sheet,Some inconsistencies with Exercise Habits data
Personal Data,108_Food_Frequency_L,food_frequency_data_collected,PersonalData_food_frequency_data_collected,Whether food frequency data was collected,Boolean,N/A,"Yes, No",Radio,Food Frequency Data Collected,Yes,Ensure consistency with Food Frequency List sheet,Some inconsistencies with Food Frequency data
Personal Data,122_COVID19_Infectio,covid19_data_collected,PersonalData_covid19_data_collected,Whether COVID-19 infection data was collected,Boolean,N/A,"Yes, No",Radio,COVID-19 Data Collected,Yes,Ensure consistency with COVID-19 Infection sheet,Some inconsistencies with COVID-19 data
Personal Data,129_Medical_history_,medical_history_collected,PersonalData_medical_history_collected,Whether medical history was collected,Boolean,N/A,"Yes, No",Radio,Medical History Collected,Yes,Consider adding structured fields for common conditions,Some entries include specific conditions
Personal Data,130_DASS_21_Scale,dass21_completed,PersonalData_dass21_completed,Whether DASS-21 scale was completed,Boolean,N/A,"Yes, No",Radio,DASS-21 Completed,Yes,Ensure consistency with DASS-21 sheet if exists,Some inconsistencies with DASS-21 data if collected separately
Screening Test,ec5_uuid,screening_test_id,ScreeningTest_screening_test_id,Unique identifier for screening test entry,String,N/A,N/A,Text,Screening Test ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Screening Test,created_at,screening_entry_datetime,ScreeningTest_screening_entry_datetime,Date and time of screening test data entry,DateTime,N/A,N/A,Date,Screening Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Screening Test,uploaded_at,screening_upload_datetime,ScreeningTest_screening_upload_datetime,Date and time of screening test data upload,DateTime,N/A,N/A,Date,Screening Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Screening Test,created_by,screening_entry_user,ScreeningTest_screening_entry_user,User who entered the screening test data,String,N/A,N/A,Text,Screening Entry User,No,Anonymize or remove for privacy,None observed
Screening Test,title,identifier,ScreeningTest_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,
Screening Test,1_Personal_Informati,personal_info_collected,ScreeningTest_personal_info_collected,Whether personal information was collected,Boolean,N/A,"Yes, No",Radio,Personal Info Collected,Yes,Ensure consistency with Personal Information sheet,Some inconsistencies with Personal Information data
Screening Test,15_Vitals,vitals_collected,ScreeningTest_vitals_collected,Whether vital signs were collected,Boolean,N/A,"Yes, No",Radio,Vitals Collected,Yes,Ensure consistency with Vitals sheet,Some inconsistencies with Vitals data
Screening Test,23_CoMorbidities,comorbidities_collected,ScreeningTest_comorbidities_collected,Whether comorbidities information was collected,Boolean,N/A,"Yes, No",Radio,Comorbidities Collected,Yes,Ensure consistency with Co-Morbidities sheet,Some inconsistencies with Co-Morbidities data
Screening Test,79_Recent_Alcohol_Co,recent_alcohol_consumption,ScreeningTest_recent_alcohol_consumption,Category of recent alcohol consumption,Categorical,N/A,"<1 week back, >1 week back",Dropdown,Recent Alcohol Consumption,Yes,Consider adding more precise timeframe options,Some entries include specific dates
Screening Test,80_Exclusion_Criteri,exclusion_criteria_present,ScreeningTest_exclusion_criteria_present,List of any exclusion criteria present,String,N/A,N/A,Text,Exclusion Criteria Present,Yes,Consider creating checkbox list for specific criteria,Some entries list multiple criteria
Screening Test,81_Patient_met_inclu,meets_inclusion_criteria,ScreeningTest_meets_inclusion_criteria,Whether patient met inclusion criteria,Boolean,N/A,"Yes, No",Radio,Meets Inclusion Criteria,Yes,"Add field for specifying which criteria were not met if ""No""",Some entries include reasons for exclusion
Screening Test,82_Elaborate_if_any_,exclusion_criteria_details,ScreeningTest_exclusion_criteria_details,Details of exclusion criteria if any,String,N/A,N/A,Text,Exclusion Criteria Details,Yes,Only applicable if exclusion criteria present,Some entries include details when not necessary
Screening Test,83_Group,study_group,ScreeningTest_study_group,Assigned study group,Categorical,N/A,"1A, 1B, 2A, 2B, 3A, 3B, 4A, 4B, 5A, 5B",Dropdown,Study Group,Yes,Ensure consistency with group assignments in other sheets,Some inconsistencies in group labeling
Screening Test,84_ID_In_the_format_,participant_id,ScreeningTest_participant_id,Unique identifier for participant,String,N/A,N/A,Text,Participant ID,Yes,"Ensure consistent format (e.g., ""1A-001"") across all sheets",Some inconsistencies in ID format
Screening Test,85_Collection_City,collection_city,ScreeningTest_collection_city,City where data was collected,Categorical,N/A,"Bengaluru, Mumbai",Dropdown,Collection City,Yes,Consider adding option for other cities if needed,Some entries include other city names
Screening Test,86_Collection_Centre,collection_center,ScreeningTest_collection_center,Specific center where data was collected,Categorical,N/A,"Ramaiah Memorial Hospital, Bangalore Medical College, SMSIMSR, Baptist Hospital",Dropdown,Collection Center,Yes,Consider adding option for other centers if needed,Some entries include other center names
DASS 21 Scale,ec5_branch_owner_uuid,branch_owner_id,DASS21Scale_branch_owner_id,Unique identifier for branch owner,String,N/A,N/A,Text,Branch Owner ID,No,Hash or encrypt if retention is necessary for audit purposes,None observed
DASS 21 Scale,ec5_branch_uuid,branch_id,DASS21Scale_branch_id,Unique identifier for branch,String,N/A,N/A,Text,Branch ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
DASS 21 Scale,created_at,dass21_entry_datetime,DASS21Scale_dass21_entry_datetime,Date and time of DASS-21 data entry,DateTime,N/A,N/A,Date,DASS-21 Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
DASS 21 Scale,uploaded_at,dass21_upload_datetime,DASS21Scale_dass21_upload_datetime,Date and time of DASS-21 data upload,DateTime,N/A,N/A,Date,DASS-21 Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
DASS 21 Scale,created_by,dass21_entry_user,DASS21Scale_dass21_entry_user,User who entered the DASS-21 data,String,N/A,N/A,Text,DASS-21 Entry User,No,Anonymize or remove for privacy,None observed
DASS 21 Scale,title,identifier,DASS21Scale_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,
DASS 21 Scale,131_I_found_it_hard_,difficulty_wind_down,DASS21Scale_difficulty_wind_down,Difficulty to wind down,Integer,N/A,0-3,Numeric,Difficulty to Wind Down,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,132_I_was_aware_of_d,dry_mouth_awareness,DASS21Scale_dry_mouth_awareness,Awareness of dryness of mouth,Integer,N/A,0-3,Numeric,Dry Mouth Awareness,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,133_I_couldnt_seem_t,positive_feeling_absence,DASS21Scale_positive_feeling_absence,Couldn't seem to experience any positive feeling,Integer,N/A,0-3,Numeric,Absence of Positive Feelings,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,134_I_experienced_br,breathing_difficulty,DASS21Scale_breathing_difficulty,Experienced breathing difficulty,Integer,N/A,0-3,Numeric,Breathing Difficulty,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,135_I_found_it_diffi,difficulty_work_up_initiative,DASS21Scale_difficulty_work_up_initiative,Difficulty to work up initiative,Integer,N/A,0-3,Numeric,Difficulty in Initiative,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,136_I_tended_to_over,over_reaction_tendency,DASS21Scale_over_reaction_tendency,Tendency to over-react to situations,Integer,N/A,0-3,Numeric,Over-reaction Tendency,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,137_I_experienced_tr,trembling_experience,DASS21Scale_trembling_experience,Experience of trembling,Integer,N/A,0-3,Numeric,Trembling Experience,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,138_I_felt_that_I_wa,nervous_energy_usage,DASS21Scale_nervous_energy_usage,Felt using a lot of nervous energy,Integer,N/A,0-3,Numeric,Nervous Energy Usage,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,139_I_was_worried_ab,worry_about_panic_situations,DASS21Scale_worry_about_panic_situations,Worry about situations to panic and make a fool of self,Integer,N/A,0-3,Numeric,Worry About Panic Situations,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,140_I_felt_that_I_ha,feeling_no_positive_prospects,DASS21Scale_feeling_no_positive_prospects,Feeling of nothing to look forward to,Integer,N/A,0-3,Numeric,No Positive Prospects,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,141_I_found_myself_g,agitation_experience,DASS21Scale_agitation_experience,Found self getting agitated,Integer,N/A,0-3,Numeric,Agitation Experience,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,142_I_felt_downheart,feeling_downhearted_blue,DASS21Scale_feeling_downhearted_blue,Felt down-hearted and blue,Integer,N/A,0-3,Numeric,Feeling Down-hearted,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,143_I_was_intolerant,intolerance_to_interruptions,DASS21Scale_intolerance_to_interruptions,Intolerance of anything keeping from getting on,Integer,N/A,0-3,Numeric,Intolerance to Interruptions,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,144_I_felt_I_was_clo,feeling_close_to_panic,DASS21Scale_feeling_close_to_panic,Felt close to panic,Integer,N/A,0-3,Numeric,Feeling Close to Panic,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,145_I_was_unable_to_,inability_to_enthusiasm,DASS21Scale_inability_to_enthusiasm,Unable to become enthusiastic about anything,Integer,N/A,0-3,Numeric,Inability to Enthusiasm,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,146_I_found_it_diffi,difficulty_to_relax,DASS21Scale_difficulty_to_relax,Difficulty to relax,Integer,N/A,0-3,Numeric,Difficulty to Relax,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,147_I_felt_I_wasnt_w,feeling_worthless,DASS21Scale_feeling_worthless,Felt worthless,Integer,N/A,0-3,Numeric,Feeling Worthless,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,148_I_felt_that_I_wa,irritability,DASS21Scale_irritability,Felt rather touchy,Integer,N/A,0-3,Numeric,Irritability,Yes,Validate range (0-3),Some entries out of range
DASS 21 Scale,149_I_was_aware_of_t,heart_action_awareness,DASS21Scale_heart_action_awareness,Awareness of heart action in absence of physical exertion,Integer,N/A,0-3,Numeric,Heart Action Awareness,Yes,Validate range (0-3),Some entries out of range
